Remove,Duplicated,Tweet.Id,Date,Time,Text,PC,Username,City,NonCity,Memos,Missing,Coder_Initials,PC_Verbs,PC_Subjects,PC_2
0,Unique,2020-06-05 19:10:40 ellabakercenter,2020-06-05,19:10:40,We hope to see you out today in support of @BlackOrgProject and our youth. It's beyond time to #EliminateSchoolPolice and support #BooksNotBars,ENCOURAGING PROTEST PARTICIPATION,ellabakercenter,"Oakland, CA",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1284199498898604032,2020-07-17,18:53:14+00:00,"“Building autonomous, interdependent, reciprocal intergenerational relationships is a key to maintaining and sustaining our movements.” -@nocannedveggies

Check out our latest https://t.co/CAWYujUlh1

#BYP",ENCOURAGING PROTEST PARTICIPATION,BlackYouthProj,"Chicago, IL",0,THIS IS AN INTERESTING ARTICLE,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1288601802322190336,2020-07-29,22:26:25+00:00,"""I put emphasis on partnership if you really wanna to protect and defend our communities. None of us can do it alone."" Glory Kilanko @WomenWatchAfri #SouthernSummer2020 #SouthernPeoplesPower #ProtectAndDefend",ENCOURAGING PROTEST PARTICIPATION,ProjectSouth,"Atlanta, GA",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1277750044309979136,2020-06-29,23:45:24+00:00,"Be on the lookout for further powerful reflections from our young people!!!

#BlackYouthMatter
#BlackMedia
#AllPowertothePeople
#SeptimaClark2020",ENCOURAGING PROTEST PARTICIPATION,ProjectSouth,"Atlanta, GA",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1276205724058730496,2020-06-25,17:28:50+00:00,"""The revolution will never be litigated."" -Brahim Rouabah of Algeria Solidarity",ENCOURAGING PROTEST PARTICIPATION,ProjectSouth,"Atlanta, GA",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1273769081477500928,2020-06-19,00:06:29+00:00,"""Be sure and very sure that our beautiful, militant, colorful energy that's spreading across the nation will be challenged. Don’t stop. People wouldn’t mess with you that much if you weren’t doing something."" Nelson Johnson @southernmovt #SouthernSpring2020",ENCOURAGING PROTEST PARTICIPATION,ProjectSouth,"Atlanta, GA",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1285816403816329216,2020-07-22,05:58:14+00:00,"She made Breonna's Law a reality in Louisville. Now, she's taking her fight to the state https://t.co/kj4rFcBCV9 via @courierjournal",ENCOURAGING PROTEST PARTICIPATION,BLMLouisville,"Louisville, KN",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1285547966279946240,2020-07-21,12:11:34+00:00,"Miami Comrades in Solidarity with Louisville 

Days of Uprising 

Día 53 de lucha por Justicia en Miami continúa.  

 Day 53 of fighting for Justice in Miami continues.

Who else is standing in solidarity with… https://t.co/nOwBRZ7Hrm",ENCOURAGING PROTEST PARTICIPATION,BLMLouisville,"Louisville, KN",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1284498060677189632,2020-07-18,14:39:37+00:00,On to #FreedomSummer https://t.co/02WBhPAU3R,ENCOURAGING PROTEST PARTICIPATION,BLMLouisville,"Louisville, KN",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1282862063963049984,2020-07-14,02:18:45+00:00,We keep watching this over and over! #FireFireGentrifier https://t.co/SuWSqZSzT9,ENCOURAGING PROTEST PARTICIPATION,BLMLouisville,"Louisville, KN",0,SHARING VIDEO OF PROTESTERS AT POLITICIAN SPEECH WITH CURB YOUR ENTHOUSIASM MUSIC,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1282154722342961152,2020-07-12,03:28:01+00:00,The remix 😂😂🤩😎 @SignMyBeauty_ https://t.co/HSR2vxQxj6,ENCOURAGING PROTEST PARTICIPATION,BLMLouisville,"Louisville, KN",0,SHARING VIDEO OF PROTESTERS AT POLITICIAN SPEECH WITH CURB YOUR ENTHOUSIASM MUSIC,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1280916903314239488,2020-07-08,17:29:22+00:00,"COME ON COMMUNITY!!!! 
THANK YOU @StatusCoup 🥰🥰🥰 https://t.co/9Qc9M9DJZ4",ENCOURAGING PROTEST PARTICIPATION,BLMLouisville,"Louisville, KN",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1.28E+18,2020-07-03,18:05:04+00:00,"Saturday Youth March for Freedom! we will ground in our past as we move towards liberation. Please keep each other safe, come with a squad, turn off location data, wear masks, bring water, don't photograph people faces. 

we keep us safe
#JusticeforBreonnaTaylor https://t.co/HyHdnZfkWI",ENCOURAGING PROTEST PARTICIPATION,BLMLouisville,"Louisville, KN",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1278769860433137664,2020-07-02,19:17:47+00:00,"Saturday Youth March for Freedom! we will ground in our past as we move towards liberation. Please keep each other safe, come with a squad, turn off location data, wear masks, bring water, don't photograph people faces. 

we keep us safe https://t.co/axV1j9yAIJ",ENCOURAGING PROTEST PARTICIPATION,BLMLouisville,"Louisville, KN",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1275341476948475904,2020-06-23,08:14:37+00:00,"Kid organized and lead protest! Go stand behind the babies fighting for justice! #JusticeForBreonnaTaylor 
#WeKeepUsSafe 
#SayHerName https://t.co/P4QdKwO7O2",ENCOURAGING PROTEST PARTICIPATION,BLMLouisville,"Louisville, KN",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1285302041414438656,2020-07-20,19:54:21+00:00,That part👇🏾 https://t.co/jFPgjdXkio,ENCOURAGING PROTEST PARTICIPATION,BLMChi,"Chicago, IL",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1278345986151235584,2020-07-01,15:13:28+00:00,"They create the conditions for riot, rebellion and revolution. https://t.co/Rg7igm04Fe",ENCOURAGING PROTEST PARTICIPATION,BLMChi,"Chicago, IL",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1275931619635933184,2020-06-24,23:19:38+00:00,Best sign of the day #CPDoutCPS #PoliceFreeSchools https://t.co/dCVdhGejC4,ENCOURAGING PROTEST PARTICIPATION,BLMChi,"Chicago, IL",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1274041648843014144,2020-06-19,18:09:34+00:00,It will take our collective action and continued resolve to fight for the freedom that we were promised. #Fuck12Friday,ENCOURAGING PROTEST PARTICIPATION,BLMChi,"Chicago, IL",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1273623854611644416,2020-06-18,14:29:24+00:00,"Join us this morning! We'll be out here for a minute with our comrades at @ChiBondFund , @SOULInChicago and, @peopleslobbyusa 

#DefundPolice #ABigOleFuck12 https://t.co/snWVS10MI0",ENCOURAGING PROTEST PARTICIPATION,BLMChi,"Chicago, IL",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1.27E+18,2020-06-18,00:27:40+00:00,Earlier today demanding #CPACNow https://t.co/XDOEKQGuWF,ENCOURAGING PROTEST PARTICIPATION,BLMChi,"Chicago, IL",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1280579778723155968,2020-07-07,19:09:45+00:00,@st_dc @amanduhgomez Us to!!! Come through @Janeese4DC!!,ENCOURAGING PROTEST PARTICIPATION,DMVBlackLives,Washington D.C.,0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1276944522690342656,2020-06-27,18:24:33+00:00,"We out here, pull up! If any one want to bring juices water and Ice down to the plaza for chocolate experience we will appreciate it. You can bring it in a cooler as well. #PoliceFreeZone #ChocolateCityExperience #DefendBlackLives  #BlackLivesMatterPlaza https://t.co/xhTw5wACZC",ENCOURAGING PROTEST PARTICIPATION,DMVBlackLives,Washington D.C.,0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1276895420866793472,2020-06-27,15:09:26+00:00,@miraculous1 JAIL SUPPORT IS MANDATORY AND ESSENTIAL!,ENCOURAGING PROTEST PARTICIPATION,DMVBlackLives,Washington D.C.,0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1275569636193587200,2020-06-23,23:21:14+00:00,Anyone running in #DC in November who doesn’t publically support #DefundDCPolice #PoliceFreeSchools should lose. They are a danger to Black Lives.,ENCOURAGING PROTEST PARTICIPATION,DMVBlackLives,Washington D.C.,0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1288164224628219904,2020-07-28,17:27:38+00:00,"41 public commenters. Time limited to 1 minute each. So far, every one of them is against ""Community Safety Partnerships."" #NoCSP #DefundThePolice #LAPCFails",ENCOURAGING PROTEST PARTICIPATION,BLMLA,"Los Angeles, CA",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1287489440189800448,2020-07-26,20:46:17+00:00,“This Black liberation movement IS a threat to this system.” -Joseph of #BlackLivesMatter https://t.co/g7p3S6CqlH,ENCOURAGING PROTEST PARTICIPATION,BLMLA,"Los Angeles, CA",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1284240269391486720,2020-07-17,21:35:14+00:00,"Those who struggle hard often bear personal sacrifice, but they win the love and respect of the people. Refusing to let @DocMellyMel be “Kaepernick’ed”! 
https://t.co/v2I8Unu0l7",ENCOURAGING PROTEST PARTICIPATION,BLMLA,"Los Angeles, CA",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1278489906407337984,2020-07-02,00:45:21+00:00,“Politeness is the enemy of liberation.” @kendrick38 @webldpwr #JackieLaceyMustGo #DefundThePolice #ReimaginePublicSafety #BudgetDay #BlackLivesMatter https://t.co/9rFs28DgzG,ENCOURAGING PROTEST PARTICIPATION,BLMLA,"Los Angeles, CA",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1275479243028381696,2020-06-23,17:22:03+00:00,Join Root &amp; Restore- St. Paul as they pressure SPPS Board members to cancel its contract with the St. Paul Police Department and invest in community led alternatives. Check out the FB event for more details https://t.co/2VIL3Sdvpr #SayNoToSROs #DivestSPPD https://t.co/KHASycN9PT,ENCOURAGING PROTEST PARTICIPATION,BlackVisionsMN,"Minneapolis, MN",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1275443840334221056,2020-06-23,15:01:22+00:00,"LaTonya Floyd, George Floyd’s sister said at a press conference recently, “When Floyd said “I can’t breathe” and called for his mother. He was calling for all of us mothers. All of us!” Help National Mother's March meet their goal. Donate and share! https://t.co/QEoxiQDF4S https://t.co/d5ownfHFeI",ENCOURAGING PROTEST PARTICIPATION,BlackVisionsMN,"Minneapolis, MN",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1279490825680977920,2020-07-04,19:02:39+00:00,"We don't believe we can ""buy"" our way out of oppression, but we understand the importance of a diversity of tactics, so we are leveraging our power by moving capital from multinationals to local Black shops in an effort to reduce harm and increase mutual aid. #BlackLivesMatter",ENCOURAGING PROTEST PARTICIPATION,blmphxmetro,"Pheonix, AZ",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1279488618105638656,2020-07-04,18:53:52+00:00,We’re joining the national economic boycott July 4 - July 7! Buy only from Black businesses (https://t.co/G2TILLQ1sT) and use the Buycott app so you don’t shop at businesses that support prisons! #BlackLivesMatter #TheFourthIsALie https://t.co/OFaXQZkekD,ENCOURAGING PROTEST PARTICIPATION,blmphxmetro,"Pheonix, AZ",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1274040957122404352,2020-06-19,18:06:49+00:00,Keep the pressure @NYCMayor @NYCSpeakerCoJo to stick to the 1 billion!!!,ENCOURAGING PROTEST PARTICIPATION,denver_blm,"Denver, CO",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1286794714478338048,2020-07-24,22:45:42+00:00,Support Black app delivery drivers! Do NOT order food or groceries through any apps on July 24th-26th! Drivers are holding an #AppBlackout to get apps to change policies that perpetuate racism in gig work. Sign on here: https://t.co/Nri9k8tvNB #StandUpLogOut https://t.co/vET9OND36P,ENCOURAGING PROTEST PARTICIPATION,BLMSeattleKC,"Seattle, WA",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1276354852885368832,2020-06-26,03:21:25+00:00,"This is a time that calls for support, not for the condemnation or shaming of victims of racial hatred. (5/8)",ENCOURAGING PROTEST PARTICIPATION,BLMSeattleKC,"Seattle, WA",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1274524670247624704,2020-06-21,02:08:55+00:00,"We know that now, more than ever, it is important for us to gather, to heal, and to defend our right to live. We can do all of those in a space that is truly safe for us to do so. (7/7)",ENCOURAGING PROTEST PARTICIPATION,BLMSeattleKC,"Seattle, WA",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1279514873492315904,2020-07-04,20:38:12+00:00,"""A lot of people are waiting for Martin Luther King or Mahatma Gandhi to come back - but they are gone. We are it. It is up to us. It is up to you."" Marian Wright Edelman #BlackLivesMatter #blmokc https://t.co/m3U1tbP8aU",ENCOURAGING PROTEST PARTICIPATION,blmokc,"Oklahoma, OK",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1274806805324017664,2020-06-21,20:50:01+00:00,Children’s March for Justice happening now! #BlackLivesMatter #blmokc https://t.co/d2rPnsPC3e,ENCOURAGING PROTEST PARTICIPATION,blmokc,"Oklahoma, OK",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1286028294614167552,2020-07-22,20:00:13+00:00,"We don’t want coffee with a cop, performative banners, and more investment into useless reforms. Stay focused, keep your eyes on the prize, we will win the long term.  2022 budget talks start this fall!  ✊🏾✊🏾✊🏾

#WeWillBeBack
#DefundLawEnforcement
#FundBlackFutures",ENCOURAGING PROTEST PARTICIPATION,TucsonBlm,"Tucson, AZ",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1286027585139306496,2020-07-22,19:57:24+00:00,We have fundamentally transformed the narrative in a city that has unquestionably funded policing for years based off a myth of progressivism. Don’t let the electeds distract us from our goal. We want defunding of the police &amp; investment into our communities that need aid now!,ENCOURAGING PROTEST PARTICIPATION,TucsonBlm,"Tucson, AZ",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1286027583071510528,2020-07-22,19:57:23+00:00,"Onward and forward Tucson! Last night’s City Council vote was disappointing but as we said, #Defund is not a moment, it’s a movement. We are so proud of the thousands of folks who called, emailed, and submitted testimonies in support of defund.",ENCOURAGING PROTEST PARTICIPATION,TucsonBlm,"Tucson, AZ",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1285788292131086336,2020-07-22,04:06:32+00:00,"The Budget passed with a vote of 6-1 with $2 million in additional funding earmarked for TPD. Thank you for showing up Tucson! 

We don’t want banners, we don’t want more investment into police oversight committees...we want defunding and we won’t stop until we get it! ✊🏾✊🏾✊🏾",ENCOURAGING PROTEST PARTICIPATION,TucsonBlm,"Tucson, AZ",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1279969752010510336,2020-07-06,02:45:44+00:00,"There are BOARDS all over the windows....
Wait, my bad...

There is CANVAS all over the windows on J Street

Lets go put some Black Liberation art on them
Lets go say their names on them
Bring what you need. We got things too. Come 2 protest if you don’t wanna paint. https://t.co/lOxjUoXOew",ENCOURAGING PROTEST PARTICIPATION,BLMSacramento,"Sacramento, CA",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1286352788281274368,2020-07-23,17:29:38+00:00,Come out and support the Franklin Family as they demand Justice for the murder of Desmond Franklin by the hands of Cleveland police officer Jose Garcia. This event is organized by the family and led by Black Lives… https://t.co/VGK9eylXSv,ENCOURAGING PROTEST PARTICIPATION,BLM_216,"Cleveland, OH",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1.28E+18,2020-07-03,00:17:17+00:00,"@DMVBlackLives @PrinceGeorgesMD @releasemd @qianajohnson1 @ItsNeeTay @NationalBailOut They mad as Fuck frfr, they don't want to see us bailing 
 our people out of these cages the put us in. Keep Going Hard Fam!!!",ENCOURAGING PROTEST PARTICIPATION,BLM_216,"Cleveland, OH",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1278739083125194752,2020-07-02,17:15:29+00:00,Show up and Show some support!! ✌🏿✊🏿 https://t.co/BK4kFTO81B,ENCOURAGING PROTEST PARTICIPATION,BLM_216,"Cleveland, OH",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1272326855018897408,2020-06-15,00:35:35+00:00,#BlackLivesMatter #JUNETEENTH2020 #blmokc https://t.co/4YK59B38Lr,ENCOURAGING PROTEST PARTICIPATION,blmokc,"Oklahoma, OK",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1272390670049665024,2020-06-15,04:49:10+00:00,Push Against Racism!🤘🏾 https://t.co/8Z1M1aNBpK,ENCOURAGING PROTEST PARTICIPATION,TucsonBlm,"Tucson, AZ",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1273361626369069056,2020-06-17,21:07:24+00:00,"Why direct action?

Direct action is exercising your human rights and can facilitate personal learning and transformation.

Duchess will be co-facilitating this event with the comrade PG Watkins!

Wednesday, June 17th 7:00 pm est

Register here: https://t.co/Ct6giaLSr6 https://t.co/KERMaEhndv",ENCOURAGING PROTEST PARTICIPATION,OrganizingBlack,"Baltimore, MD",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1273299855516073984,2020-06-17,17:01:56+00:00,We love to see it https://t.co/vvHpXeZIYP,ENCOURAGING PROTEST PARTICIPATION,OrganizingBlack,"Baltimore, MD",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1273265651000451072,2020-06-17,14:46:01+00:00,"URGENT!!!! We need people downtown 6th and Jefferson. @LMPD is arresting people and firing pepper bullets. Share out the hotline. Stay vigilant and keep each other safe. Cops don't keep us safe, we keep us safe. #defundPolice #defendBlackLife https://t.co/HGPTPqOFcv",ENCOURAGING PROTEST PARTICIPATION,BLMLouisville,"Louisville, KN",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1272927141018193920,2020-06-16,16:20:54+00:00,"But there is more of us than them. We are many. They are few. They know this. We need to know this. 

Fists up. Stay in the streets. Read history. Fight back.",ENCOURAGING PROTEST PARTICIPATION,BLMChi,"Chicago, IL",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1272924854589800448,2020-06-16,16:11:49+00:00,"Don’t idolize any org. Don’t idolize any person. COLLECTIVELY our resistence is what upends the system and status quo. Be ready and gracious in learning, in identifying errors, in course correcting, in gaining strength. There is no blueprint except the one of the existing power.",ENCOURAGING PROTEST PARTICIPATION,BLMChi,"Chicago, IL",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1272924202182610944,2020-06-16,16:09:14+00:00,"Stay in the streets! The system is throwing every diversionary and de-mobilizing tactic at us. 

We are fighting to end policing and prisons as a system which nececistates fighting white supremacist capitalist heteropatriarchial imperialism. 

Vet your comrades and stay focused.",ENCOURAGING PROTEST PARTICIPATION,BLMChi,"Chicago, IL",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1272774375477895168,2020-06-16,06:13:52+00:00,Keep pressing forward. Change doesnt happen overnight. YOU have to MAKE change HAPPEN. Black lives never stop “mattering” so we wont either!,ENCOURAGING PROTEST PARTICIPATION,denver_blm,"Denver, CO",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1279081539544940544,2020-07-03,15:56:17+00:00,"Saturday Youth March for Freedom! we will ground in our past as we move towards liberation. Please keep each other safe, come with a squad, turn off location data, wear masks, bring water, don't photograph people faces. 

we keep us safe
#JusticeforBreonnaTaylor https://t.co/fWQwoxFbhi",ENCOURAGING PROTEST PARTICIPATION,BLMLouisville,"Louisville, KN",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1283524526819749888,2020-07-15,22:11:08+00:00,"""We going to fight racism not with racism, but we going to fight with solidarity."" - Chairman Fred Hampton
Black Indigenous Solidarity Rally Friday 5pm. Buckingham Fountain.

#DefundCPD 
#DecolonizeZhigaagoong https://t.co/TAh80SXOWV",ENCOURAGING PROTEST PARTICIPATION,BLMChi,"Chicago, IL",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1274042030327545856,2020-06-19,18:11:05+00:00,"This Juneteenth, folks in Buffalo are gathering for a jubilee at #LiberationSquare. Members of the movement are occupying this public space to demand freedom - one that is intersectional, expansive and cop-free. @BLRRBuffalo #Fuck12Friday",ENCOURAGING PROTEST PARTICIPATION,BLMChi,"Chicago, IL",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1274041913142902784,2020-06-19,18:10:37+00:00,"Today, workers are shutting down the West Coast in defense of Black lives with a West Coast Port Shutdown, demanding an end to police terror, an end to systemic racism, and a halt the privatization of the port of Oakland and other public services. @JuneteenthSPT #Fuck12Friday",ENCOURAGING PROTEST PARTICIPATION,BLMChi,"Chicago, IL",0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1282727979790012416,2020-07-13,17:25:56+00:00,"LIVE NOW: RECLAIM THE BLOCK 

SAFETY OUTSIDE OF POLICE https://t.co/wM0NA97osp",ENCOURAGING PROTEST PARTICIPATION,DMVBlackLives,Washington D.C.,0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1280363419145768704,2020-07-07,04:50:01+00:00,"Police have now retreated!! Thank you for the support. Join us, bring friends!",ENCOURAGING PROTEST PARTICIPATION,DMVBlackLives,Washington D.C.,0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1280359016254902272,2020-07-07,04:32:32+00:00,Police have confronted the community rallying at @charlesallen house. Remember we have umbrellas and songs and they have guns and a license to brutality. We who believe in freedom cannot rest.  #DCProtests #defunddcpolice #DefundThePolice @Mvmnt4BlkLives @byp100 @Blklivesmatter https://t.co/3OkbH5sFr5,ENCOURAGING PROTEST PARTICIPATION,DMVBlackLives,Washington D.C.,0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1280352520263601920,2020-07-07,04:06:43+00:00,.@DCPoliceDept clearly increasing presence around protest at @charlesallen’s house. Protest going strong. Tents/ canopies keeping folks dry. @blackjoyexp playing as folks build and discuss @councilofdc of DC’s first budget vote at 11am. Come on out. The more people the safer. https://t.co/nFHUTTVAnk,ENCOURAGING PROTEST PARTICIPATION,DMVBlackLives,Washington D.C.,0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1280341438711115520,2020-07-07,03:22:41+00:00,"It's an overnight freedom block party and you are invited! Bring art supplies, paper, pens, and food. 5th St NE btwn F and G. https://t.co/JdmrsQ2oFQ",ENCOURAGING PROTEST PARTICIPATION,DMVBlackLives,Washington D.C.,0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1279877973202657280,2020-07-05,20:41:02+00:00,"Also camp chairs, first aid supplies, aloe for sunburn.",ENCOURAGING PROTEST PARTICIPATION,DMVBlackLives,Washington D.C.,0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1279870245642084352,2020-07-05,20:10:20+00:00,"#DC: Supplies needed:

Protestors 39th day of protests &amp; have set up camp on #BlackLivesMatterPlaza 
 Bring

- Portable phone chargers
- Water
- Food
- Ice and coolers
- fans anything to cool off w/
- sleeping bags
- wet wipes
- sunscreen
- tents 
- sleeping bag
- toiletries https://t.co/86KV2yFWut",ENCOURAGING PROTEST PARTICIPATION,DMVBlackLives,Washington D.C.,0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1279484521214246656,2020-07-04,18:37:36+00:00,"If people can take water, fruit and snacks to 1st and C s street S.W. near the Botanical Gardens ASAP it will be much appreciated. Protesters are experience heat exhaustion and need supplies. #WeKeepUsSafe #BlackLivesMatter #DefundMPD #StopKillerCops #BlackLivesMatterPlaza https://t.co/M00GYpYYJ0",ENCOURAGING PROTEST PARTICIPATION,DMVBlackLives,Washington D.C.,0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1277260077968359424,2020-06-28,15:18:27+00:00,"This was MayorBowser’s #BlackLivesMatterPlaza early in #DC 6/27/20. @DCPoliceDept (seen here) attacked protestors and unhoused folks EVERY MORNING. 

We’ve been telling the world for years, no one is listening. #DC residents are under siege. Where tf are y’all? #BlackLivesMatter https://t.co/DEMu6MSDwD",ENCOURAGING PROTEST PARTICIPATION,DMVBlackLives,Washington D.C.,0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
0,Unique,1277049518010368000,2020-06-28,01:21:46+00:00,Washington #DC protests: Demonstrators protest police aggression | https://t.co/k7uG8AUwDQ https://t.co/q9l3t0Y6Yf,ENCOURAGING PROTEST PARTICIPATION,DMVBlackLives,Washington D.C.,0,,0,ANS,ENCOURAGING,PROTEST PARTICIPATION,ENCOURAGING PARTICIPATION
