"","date","City","issues","actors","claims","valence","size_low","size_high","size_mean","fips_code","GEOID","population","BlackPop","BlackPov","Bachelors","Pop25Plus","Masters","ProfDegree","Doctorate","CollegeStudents"
"6672",2020-06-05,"fort monroe, virginia","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,51650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6674",2020-06-05,"gloucester, virginia","policing; racism","CircleUp Middle Peninsula","antiracism; against police brutality",1,NA,NA,NA,51073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6676",2020-06-05,"new, virginia","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,51097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6685",2020-06-05,"essex, vermont","policing; racism","general protesters","antiracism; against police brutality",1,300,300,300,50007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6693",2020-06-05,"lopez island, washington","policing; racism","general protesters","antiracism; against police brutality",1,250,250,250,53055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6744",2020-06-06,"angels camp, california","policing; racism","general protesters","antiracism; against police brutality",1,300,400,350,6009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6759",2020-06-06,"encino, california","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,6037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6773",2020-06-06,"lake havasu, california","policing; racism","general protesters","antiracism; against police brutality",1,150,200,175,4015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6830",2020-06-06,"san pedro, california","policing; racism","NAACP; LAPD’s Harbor Division","antiracism; against police brutality",1,200,500,350,6037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6838",2020-06-06,"south bay, california","policing; racism","4 Diverse Moms; general protesters","antiracism; against police brutality",1,500,500,500,6037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6854",2020-06-06,"canon, colorado","policing; racism","general protesters","antiracism; against police brutality",1,50,50,50,8043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6866",2020-06-06,"east lyme, connecticut","policing; racism","East Lyme DTC","antiracism; against police brutality",1,NA,NA,NA,9011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6871",2020-06-06,"monroe, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,500,500,500,9001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6875",2020-06-06,"old lyme, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,9011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6899",2020-06-06,"canova park, florida","policing; racism","general protesters","antiracism; against police brutality",1,300,300,300,12009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6946",2020-06-06,"hanalei, hawaii","policing; racism","general protesters","antiracism; against police brutality",1,400,400,400,15007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6973",2020-06-06,"elk grove, illinois","policing; racism","general protesters","antiracism; against police brutality",1,55,55,55,17031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7033",2020-06-06,"dartmouth, massachusetts","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,25005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7044",2020-06-06,"wendell, massachusetts","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,25011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7071",2020-06-06,"monmouth, maine","policing; racism","general protesters","antiracism; against police brutality",1,40,50,45,23011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7074",2020-06-06,"york, maine","policing; racism","York Diversity Forum","antiracism; against police brutality",1,150,150,150,23031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7080",2020-06-06,"chesterfield, michigan","policing; racism","general protesters","antiracism; against police brutality",1,12,12,12,26099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7088",2020-06-06,"grosse ile, michigan","policing; racism","Grosse Ile Citizens for Justice and Change","antiracism; against police brutality",1,NA,NA,NA,26163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7089",2020-06-06,"huron, michigan","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,26063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7149",2020-06-06,"canaan, new hampshire","policing; racism","general protesters","antiracism; against police brutality",1,75,75,75,33009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7156",2020-06-06,"basking ridge, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,34035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7157",2020-06-06,"belleville, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,34013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7159",2020-06-06,"byram, new jersey","policing; racism","Patriots Alumni for Social Action","antiracism; against police brutality",1,NA,NA,NA,34037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7161",2020-06-06,"delran, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,1000,1000,1000,34005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7168",2020-06-06,"long beach island, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,733,733,733,34029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7169",2020-06-06,"montclair, new jersey","policing; racism","Montclair Citizens for Equality and Fair Policing, For the Peoples Foundation​.","antiracism; against police brutality",1,200,200,200,34013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7172",2020-06-06,"north bergen, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,34017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7177",2020-06-06,"stafford, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,34029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7180",2020-06-06,"wayne, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,1000,1000,1000,34031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7181",2020-06-06,"west orange, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,34013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7194",2020-06-06,"briarwood, new york","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,36081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7205",2020-06-06,"long island, new york","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,36081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7208",2020-06-06,"narrowsburg, new york","policing; racism","general protesters","antiracism; against police brutality",1,75,75,75,36105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7219",2020-06-06,"north hempstead, new york","policing; racism","general protesters","antiracism; against police brutality",1,700,700,700,36059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7220",2020-06-06,"novi, new york","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7233",2020-06-06,"westport, new york","racism","general protesters","for racial justice",1,175,175,175,36031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7263",2020-06-06,"miami, ohio","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,39017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7271",2020-06-06,"weirton, ohio","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,54029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7316",2020-06-06,"jeanette, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,150,150,150,42129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7339",2020-06-06,"bristol, rhode island","policing; racism","general protesters","antiracism; against police brutality",1,200,1000,600,44001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7404",2020-06-06,"accomac, virginia","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,51001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7420",2020-06-06,"stanardsville, virginia","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,51079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7430",2020-06-06,"colchester, vermont","policing; racism","general protesters","antiracism; against police brutality",1,36,36,36,50007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7431",2020-06-06,"essex, vermont","policing; racism","general protesters","antiracism; against police brutality",1,300,300,300,50007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7432",2020-06-06,"ferrisburgh, vermont","policing; racism","Ferrisburgh Abolitionists","antiracism; against police brutality",1,NA,NA,NA,50001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7433",2020-06-06,"royalton, vermont","policing; racism","general protesters","antiracism; against police brutality",1,600,600,600,50027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7435",2020-06-06,"waitsfield, vermont","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,50023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7443",2020-06-06,"lake forest, washington","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,53033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7447",2020-06-06,"ocean shore, washington","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,53027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7462",2020-06-06,"kansasville, wisconsin","policing; racism","general protesters","antiracism; against police brutality",1,24,24,24,55101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7520",2020-06-07,"pescadero, california","policing; racism","general protesters","antiracism; against police brutality",1,50,50,50,6081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7526",2020-06-07,"rockridge, california","policing; racism","Rockridge moms","antiracism; against police brutality",1,NA,NA,NA,6001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7560",2020-06-07,"berlin, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,9003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7566",2020-06-07,"cornwall, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,400,400,400,9005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7568",2020-06-07,"east granby, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,9003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7570",2020-06-07,"fairfield, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,9001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7573",2020-06-07,"hamden, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7574",2020-06-07,"kent, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,9005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7582",2020-06-07,"oxford, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,400,400,400,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7583",2020-06-07,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7588",2020-06-07,"weston, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,9001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7589",2020-06-07,"windsor, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,9003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7617",2020-06-07,"saint johns, florida","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,12109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7665",2020-06-07,"ashfield, massachusetts","policing; racism","general protesters","antiracism; against police brutality",1,200,400,300,25011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7670",2020-06-07,"east longmeadow, massachusetts","policing; racism","general protesters","antiracism; against police brutality",1,100,200,150,25013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7671",2020-06-07,"easton, massachusetts","policing; racism","general protesters","antiracism; against police brutality",1,500,500,500,25005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7673",2020-06-07,"foxboro, massachusetts","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,25021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7681",2020-06-07,"merrimac, massachusetts","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,25009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7685",2020-06-07,"randallstown, massachusetts","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7686",2020-06-07,"ripley, massachusetts","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7688",2020-06-07,"whitman, massachusetts","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,25023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7698",2020-06-07,"falls church, maryland","policing; racism","general protesters","antiracism; against police brutality; for filing charges against driver who struck antiracism protesters",1,NA,NA,NA,51610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7699",2020-06-07,"gaithersberg, maryland","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,24031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7710",2020-06-07,"mount vernon, maine","policing; racism","general protesters","antiracism; against police brutality",1,80,80,80,23011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7715",2020-06-07,"clarkston, michigan","policing; racism","general protesters","antiracism; against police brutality",1,300,300,300,26125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7772",2020-06-07,"basking ridge, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,34035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7774",2020-06-07,"berkeley heights, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,2000,2000,2000,34039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7776",2020-06-07,"bridgewater, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,34035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7780",2020-06-07,"hillside, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,34039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7781",2020-06-07,"jackson, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,34029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7782",2020-06-07,"monroe, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,34023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7784",2020-06-07,"nutley, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,34013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7796",2020-06-07,"callicoon, new york","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,36105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7855",2020-06-07,"yorktown, new york","policing; racism","general protesters","antiracism; against police brutality",1,1300,1300,1300,36119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7876",2020-06-07,"abington, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,42091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7878",2020-06-07,"bala cynwyd, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,70,70,70,42091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7886",2020-06-07,"east stroudsberg, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,42089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7891",2020-06-07,"havertown, pennsylvania","policing; racism","Haverford High School African American Cultural Enrichment Club","antiracism; against police brutality",1,2000,2000,2000,42045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7917",2020-06-07,"saint mary's, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,152,152,152,42047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7923",2020-06-07,"barrington, rhode island","policing; racism","general protesters","antiracism; against police brutality",1,1200,1200,1200,44001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7924",2020-06-07,"barrington, rhode island","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,44001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7925",2020-06-07,"narragansett, rhode island","policing; racism","general protesters","antiracism; against police brutality",1,350,350,350,44009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7926",2020-06-07,"north kingstown, rhode island","policing; racism","general protesters","antiracism; against police brutality",1,300,300,300,44009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7971",2020-06-07,"gloucester, virginia","policing; racism","Stand Up Against Racism","antiracism; against police brutality",1,NA,NA,NA,51073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7972",2020-06-07,"gloucester, virginia","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,51073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7974",2020-06-07,"henrico, virginia","policing; racism","general protesters","antiracism; against police brutality",1,1000,1000,1000,51087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7986",2020-06-07,"stafford, virginia","policing; racism","Stafford County NAACP","antiracism; against police brutality",1,200,200,200,51179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7995",2020-06-07,"wilmington, vermont","policing; racism","general protesters","antiracism; against police brutality",1,50,100,75,50025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8027",2020-06-08,"cardiff, california","policing; racism","healthcare workers","antiracism; against police brutality",1,NA,NA,NA,6073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8028",2020-06-08,"cardiff, california","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,6073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8074",2020-06-08,"farmington, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,60,60,60,9003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8105",2020-06-08,"jonesborough, georgia","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,13063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8134",2020-06-08,"oxford, kentucky","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,21209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8140",2020-06-08,"easton, massachusetts","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,25005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8142",2020-06-08,"hyannis, massachusetts","policing; racism","health care workers","antiracism; against police brutality",1,50,50,50,25001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8145",2020-06-08,"montague, massachusetts","policing; racism","general protesters","antiracism; against police brutality",1,185,185,185,25011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8146",2020-06-08,"whitman, massachusetts","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,25023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8155",2020-06-08,"canton, michigan","policing; racism","general protesters","antiracism; against police brutality",1,300,300,300,26163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8165",2020-06-08,"west bloomfield, michigan","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,26125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8184",2020-06-08,"brick, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,300,300,300,34029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8186",2020-06-08,"denville, new jersey","policing; racism","Denville Voices Against Racial Injustice","antiracism; against police brutality",1,600,600,600,34027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8187",2020-06-08,"franklinville, new jersey","policing; presidency; racism","general protesters","against Black Lives Matter protesters, for President Trump, All Lives Matter",2,4,4,4,34015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8188",2020-06-08,"franklinville, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,34015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8189",2020-06-08,"hazlet, new jersey","policing; racism","general protesters","against Black Lives Matter protesters",2,3,3,3,34025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8190",2020-06-08,"hazlet, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,34025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8191",2020-06-08,"manchester, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,34029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8204",2020-06-08,"clifton park, new york","policing; racism","Shenendehowa high school students","antiracism; against police brutality",1,500,500,500,36091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8205",2020-06-08,"corvallis, new york","policing; racism","Black Lives protesters","antiracism; against police brutality",1,200,200,200,41003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8206",2020-06-08,"delmar, new york","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,36001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8265",2020-06-08,"richmond, rhode island","policing; racism","general protesters","antiracism; against police brutality",1,200,225,212,44009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8266",2020-06-08,"wakefield, rhode island","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,44009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8288",2020-06-08,"chesterfield, virginia","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,51041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8289",2020-06-08,"montross, virginia","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,51193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8321",2020-06-09,"rancho peñasquitos, california","policing; racism","general protesters","antiracism; against police brutality; for defunding police",1,300,300,300,6073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8359",2020-06-09,"bethel, maine","policing; racism","general protesters","antiracism; against police brutality",1,350,400,375,23017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8360",2020-06-09,"columbia, michigan","policing; racism","Peoples Defense","antiracism; against police brutality; for police reform",1,25,25,25,29019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8362",2020-06-09,"harrisville, michigan","racism","general protesters","antiracism; for nonviolence",1,100,100,100,26001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8379",2020-06-09,"callicoon, new york","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,36105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8382",2020-06-09,"lidenhurst, new york","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,36103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8414",2020-06-09,"aston, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,42045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8415",2020-06-09,"bensalem, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,42017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8428",2020-06-09,"south kingstown, rhode island","policing; racism","South Kingstown high school students; general protesters","antiracism; against police brutality",1,200,200,200,44009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8452",2020-06-10,"coluso, california","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,6011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8470",2020-06-10,"bridgewater, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,30,30,30,9005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8471",2020-06-10,"rocky hill, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,300,300,300,9003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8485",2020-06-10,"la salle, illinois","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,17099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8492",2020-06-10,"stoughton, massachusetts","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,25021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8501",2020-06-10,"plainfield, new hampshire","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,33019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8502",2020-06-10,"franklinville, new jersey","racism","Corrections Officer; Fed Ex employee","against anti-racism protesters",0,2,2,2,34015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8503",2020-06-10,"pennsauken, new jersey","policing; racism","students","antiracism; against police brutality; for defunding police",1,NA,NA,NA,34007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8533",2020-06-10,"kresgeville, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,42089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8546",2020-06-10,"christianburg, virginia","policing; racism","general protesters","antiracism; against police brutality",1,250,250,250,51121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8553",2020-06-11,"vilonia, alaska","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,5045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8559",2020-06-11,"el cerito, california","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,6013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8560",2020-06-11,"healdburg, california","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,6097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8600",2020-06-11,"west baden, indiana","racism","Love Never Fails United Christian Church","antiracism",1,NA,NA,NA,18117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8653",2020-06-11,"o'hara, pennsylvania","policing; racism","general protesters","antiracism; against police brutality; in support of Colin Kaepernick",1,500,500,500,42003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8664",2020-06-11,"madison, tennessee","policing; racism","general protesters","antiracism; against police brutality",1,11,13,12,47037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8711",2020-06-12,"coventry, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,250,300,275,9013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8715",2020-06-12,"windsor, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,9003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8780",2020-06-12,"grosse point, michigan","policing; racism","general protesters","antiracism; against police brutality",1,100,200,150,26163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8781",2020-06-12,"kasson, michigan","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,26089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8788",2020-06-12,"washington, michigan","policing; racism","general protesters","antiracism; against police brutality",1,1000,1000,1000,26099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8803",2020-06-12,"merrimack, new hampshire","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,33011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8804",2020-06-12,"east brunswick, new jersey","policing; racism","local youth, general protesters","antiracism; against police brutality",1,750,750,750,34023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
